invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-50504800049,2022-08-19,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,2800 E UNIVERSITY AVE,DES MOINES,50317,POINT(-93.562106 41.600564),,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-17009700050,2019-01-17,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158.0,POINT(-92.912975 42.051619),64,MARSHALL,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-48240000007,2022-06-10,4782,CASEY'S GENERAL STORE #2529 / LAMONI,406 E MAIN ST,LAMONI,50140,POINT(-93.92909 40.62366),27,DECATUR,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-26613200012,2020-04-16,5098,BEST FOOD MART 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311,,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-37615800029,2021-06-18,6118,CASH SAVER #33 / DES MOINES,1320 E EUCLID AVE,DES MOINES,50313.0,,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-43450200012,2021-12-31,2851,CVS / PHARMACY #10282 / FORT DODGE,2029 5TH AVE SOUTH,FORT DODGE,50501.0,POINT(-94.170324 42.501169),94,WEBSTER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32275700001,2020-11-27,5544,CASEY'S GENERAL STORE #2834 / LENOX,501 N BROOKS ST,LENOX,50851.0,POINT(-94.56523 40.885861),87,TAYLOR,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-48425200018,2022-06-17,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742,POINT(-90.539056 41.80989),23,CLINTON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15998600036,2018-11-30,4848,KUM & GO #246 / WINTERSET,111 E JEFFERSON ST,WINTERSET,50273.0,POINT(-94.012692 41.335457),61,MADISON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18446200009,2019-03-29,5538,CASEY'S GENERAL STORE #2490 / STORY CITY,1625 E BROAD ST,STORY CITY,50248,POINT(-93.574177 42.187738),85,STORY,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-38567900002,2021-07-22,5665,NEW STAR / FORT DODGE,704 AVENUE C,FORT DODGE,50501.0,POINT(-94.196625 42.497609),94,WEBSTER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-42095000043,2021-11-17,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503.0,,78,POTTAWATTAMIE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18273900012,2019-03-21,4351,KUM & GO #301 / CLEAR LAKE,2325 7TH AVE NORTH N,CLEAR LAKE,50248,POINT(-93.02241 41.705265),17,CERRO GORDO,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21665700020,2019-09-04,3663,WAL-MART 1496 / WATERLOO,1334 FLAMMANG DR,WATERLOO,50702,POINT(-92.330801 42.460238),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-33481700033,2021-01-15,5129,CASH SAVER  /  FLEUR,4121 FLEUR DR,DES MOINES,50321.0,POINT(-93.64492 41.546838),77,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40851800002,2021-10-11,6076,SHOP N SAVE NEWTON,404 S 11TH AVE W,NEWTON,50208.0,,50,JASPER,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-54112200005,2022-12-18,5394,CASEY'S GENERAL STORE #2183/DECORAH,1807 OLD STAGE RD.,DECORAH,52101,POINT(-91.75445 43.28916),,WINNESHIEK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-40016100009,2021-09-13,5814,EICHMAN ENTERPRISES INC / SAGEVILLE,11941 HWY 52 N,SAGEVILLE,52002.0,,31,DUBUQUE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15695400033,2018-11-14,3647,WAL-MART 2889 / CLINTON,2715 SOUTH 25TH ST,CLINTON,52732.0,POINT(-90.245005 41.818874),23,CLINTON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-19109100002,2019-05-02,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-28907200003,2020-07-22,4831,L & M GAS & GROCERY / BOONE,"320, W MAMIE EISENHOWER AVE",BOONE,50036.0,POINT(-93.896855 42.05934),8,BOONE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-41370700016,2021-10-26,3690,TARGET STORE T-1792 / WATERLOO,1501 E SAN MARNAN,WATERLOO,50702.0,POINT(-92.325387 42.464521),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30948700011,2020-10-12,4566,KUM & GO #508 / CEDAR RAPIDS,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404.0,POINT(-91.658073 41.923446),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20624500001,2019-07-15,5061,CASEY'S GENERAL STORE #3382 / CEDAR,"560, 33RD AVE SW",CEDAR RAPIDS,52404.0,POINT(-91.675611 41.943129),57,LINN,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21101400026,2019-08-07,3949,WAL-MART 0751 / PELLA,1650 WASHINGTON ST,PELLA,50219,POINT(-92.933676 41.410379),63,MARION,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32208100016,2020-11-24,3859,WAL-MART 0750 / INDEPENDENCE,302 ENTERPRISE DR SW,INDEPENDENCE,50644.0,POINT(-91.892924 42.450709),10,BUCHANAN,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17269800012,2019-01-31,5551,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,130 W EVANS ST,WILLIAMSBURG,52361.0,POINT(-92.009121 41.689477),48,IOWA,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17812900029,2019-02-27,4228,FAREWAY STORES #462 / VINTON,501 A AVE,VINTON,52349.0,POINT(-92.025603 42.166166),6,BENTON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17153400012,2019-01-25,4355,KUM & GO #124 / STORY CITY,1554 BROAD ST,STORY CITY,50248.0,POINT(-93.57573 42.187733),85,STORY,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-48265500008,2022-06-10,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,POINT(-92.438459 41.015507),90,WAPELLO,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-33530200007,2021-01-18,2593,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401.0,POINT(-94.853591 42.064155),14,CARROLL,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24734600033,2020-01-22,3629,WAL-MART 1965 / COUNCIL BLUFFS,3200 MANAWA DR,COUNCIL BLUFFS,51503.0,,78,POTTAWATTAMIE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-51365200024,2022-09-20,4848,KUM & GO #246 / WINTERSET,111 E JEFFERSON ST,WINTERSET,50273,POINT(-94.012692 41.335457),,MADISON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-42650500022,2021-12-07,3888,WAL-MART 0647 / GRINNELL,415 INDUSTRIAL AVE,GRINNELL,50112.0,POINT(-92.730259 41.720919),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-42934200019,2021-12-15,4021,WAL-MART 0985 / FAIRFIELD,2701 W BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.993559 41.006375),51,JEFFERSON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15940000014,2018-11-28,4674,KUM & GO #227 / AMES,2108 ISAAC NEWTON DR,AMES,50010.0,POINT(-93.585891 42.009586),85,STORY,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11776,BLACK VELVET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-59308600002,2023-06-12,10141,CROSSROADS / HAMPTON,4 4TH ST SE,HAMPTON,50441.0,POINT(-93.202115378 42.741550567),,FRANKLIN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.5,8.25,24,198.0,18.0,4.75
INV-52510900011,2022-10-27,5428,CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,888 VERNON VALLEY DRIVE SE,CEDAR RAPIDS,52403,POINT(-91.553516 41.977177),,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-13964000025,2018-08-21,5239,LEFTY'S CONVENIENCE STORE INC.,4649 HWY 13,CENTRAL CITY,52214,POINT(-91.532662 42.19892),57,LINN,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-57673400002,2023-04-19,2684,HY-VEE - FOREST CITY,315 HIGHWAY 69 N,FOREST CITY,50436.0,POINT(-93.631076037 43.2658500100001),,WINNEBAGO,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.5,8.25,24,198.0,18.0,4.75
INV-13607800009,2018-08-02,4803,WALGREENS #07453 / DES MOINES,104 E EUCLID AVE,DES MOINES,50313,POINT(-93.617218 41.627683),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-25229500003,2020-02-14,3831,THE MARKET OF MADRID,301 ANNEX RD,MADRID,50156.0,POINT(-93.815365 41.87894),8,BOONE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-39099800001,2021-08-10,4203,LIQUOR AND TOBACCO OUTLET /,620 W BREMER AVE,WAVERLY,50677.0,POINT(-92.47898 42.725694),9,BREMER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-50980000006,2022-09-06,5969,CASEY'S GENERAL STORE #3288 / BLUE GRASS,301 E. MAYNE ST,BLUE GRASS,52726,POINT(-90.762646 41.509099),,SCOTT,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-58302100007,2023-05-10,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.5189220999999 41.676690831),,JOHNSON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.5,8.25,24,198.0,18.0,4.75
INV-39985800001,2021-09-11,5543,CASEY'S GENERAL STORE #2541 / BEDFORD,608 MADISON,BEDFORD,50833.0,POINT(-94.721407 40.66762),87,TAYLOR,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-43880200007,2022-01-18,6142,SUPER MART / OELWEIN,701 S FREDERICK AVE,OELWEIN,50662.0,POINT(-91.913481 42.669128),33,FAYETTE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16705100014,2019-01-03,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-44242200016,2022-01-28,2656,HY-VEE FOOD STORE / CORNING,300  10TH ST,CORNING,50841.0,POINT(-94.732594 40.991872),2,ADAMS,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-16180200025,2018-12-10,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-35569700006,2021-04-05,5039,CASEY'S GENERAL STORE #3384 / SOLON,1200 S MARKET ST,SOLON,52333.0,POINT(-91.490658 41.797464),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-46447400008,2022-04-13,4507,CASEY'S GENERAL STORE #2902 / SPENCER,411 W 18TH,SPENCER,51301,POINT(-95.144112 43.133731),21,CLAY,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24220300060,2019-12-28,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,POINT(-94.177165 42.508344),94,WEBSTER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-22849800006,2019-10-28,4788,WALGREENS #12580 / CEDAR RAPIDS,324 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT(-91.715942 41.975039),57,LINN,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-19957500002,2019-06-12,4529,CASEY'S GENERAL STORE #3262 / BUFFALO,101 1ST ST NE,BUFFALO CENTER,50424,POINT(-93.917424 43.484108),95,WINNEBAGO,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-36037700012,2021-04-22,4907,PRIME MART / CEDAR FALLS,2323 MAIN ST,CEDAR FALLS,50613.0,POINT(-92.44586 42.516198),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,55.0,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,2.05,3.08,48,147.84,18.0,4.75
INV-37154500071,2021-06-03,3622,WAL-MART 1415 / SPIRIT LAKE,2600 HWY 71,SPIRIT LAKE,51360.0,POINT(-95.126535 43.416452),30,DICKINSON,1012100.0,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12466,CANADIAN MIST WHISKY,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32399900034,2020-12-03,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310.0,POINT(-93.697647 41.637408),77,POLK,1012100.0,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12872,CANADIAN RICH & RARE PEACH,12,750,5.0,7.5,24,180.0,18.0,4.75
INV-30884700080,2020-10-09,2558,HY-VEE FOOD STORE / MOUNT PLEASANT,1700 E WASHINGTON,MOUNT PLEASANT,52641.0,POINT(-91.52888 40.962331),44,HENRY,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14474,REVEL STOKE ROASTED PECAN,12,750,8.34,12.51,24,300.24,18.0,4.75
INV-34956700041,2021-03-12,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317.0,POINT(-93.519187 41.598109),77,POLK,1012400.0,IRISH WHISKIES,380.0,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,344.64,18.0,4.75
INV-42365600066,2021-11-26,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106.0,POINT(-96.347778 42.445949),97,WOODBURY,1012400.0,IRISH WHISKIES,380,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,362.64,18.0,4.75
INV-33335700089,2021-01-11,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-51467600066,2022-09-22,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT(-93.673312 41.600361),,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.99,25.49,24,611.76,18.0,4.75
INV-29714100030,2020-08-25,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.615542 41.538186),82,SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15644,JAMESON,24,375,7.1,10.65,48,511.2,18.0,4.75
INV-24803000010,2020-01-27,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1012400.0,IRISH WHISKIES,240,WILLIAM GRANT & SONS INC,15940,TULLAMORE DEW IRISH WHISKY,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-32677700205,2020-12-14,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1011500.0,BOTTLED IN BOND BOURBON,259,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,10.0,15.0,24,360.0,18.0,4.75
INV-19454700026,2019-05-20,5124,PRICE CHOPPER  /  JOHNSTON,5440 NW  86TH ST,JOHNSTON,50131,POINT(-93.738772 41.659198),77,POLK,1011500.0,BOTTLED IN BOND BOURBON,259,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,9.92,14.88,24,357.12,18.0,4.75
INV-56617200004,2023-03-13,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266,POINT(-93.80947 41.56373),,DALLAS,1011500.0,BOTTLED IN BOND BOURBON,259,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,10.0,15.0,24,360.0,18.0,4.75
INV-27577700002,2020-05-29,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111.0,,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,35.0,BACARDI USA INC,16562,ANGELS ENVY BOURBON PORT FINISHED,6,750,24.5,36.75,24,882.0,18.0,4.75
INV-29980700092,2020-09-04,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483701 41.552338),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,16676,BASIL HAYDEN 8YR,6,750,21.0,31.5,24,756.0,18.0,4.75
INV-22298300026,2019-10-03,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312,POINT(-93.664182 41.586319),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,16676,BASIL HAYDEN 8YR,6,750,21.0,31.5,24,756.0,18.0,4.75
INV-14535900015,2018-09-19,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,16.0,24.0,24,576.0,18.0,4.75
INV-34946300066,2021-03-11,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402.0,POINT(-91.67969 42.031819),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,16.0,24.0,24,540.0,18.0,4.75
INV-29771200048,2020-08-26,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,POINT(-91.529854 41.663541),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,17956,EVAN WILLIAMS BLACK,12,750,8.0,12.0,24,288.0,18.0,4.75
INV-23932300011,2019-12-16,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673222 41.600361),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,18196,EZRA BROOKS SOUR MASH BOURBON,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-26920200011,2020-04-29,4191,FAREWAY STORES #995 / PELLA,2010 WASHINGTON ST,PELLA,50219.0,POINT(-92.941983 41.412241),63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,434.0,LUXCO INC,18196,EZRA BROOKS SOUR MASH BOURBON,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-55582500003,2023-02-06,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.65989 41.97575),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18348,FOUR ROSES SMALL BATCH,6,750,18.5,27.75,24,630.0,18.0,4.75
INV-26286700031,2020-04-03,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807.0,POINT(-90.527081 41.559731),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18348,FOUR ROSES SMALL BATCH,6,750,16.17,24.26,24,582.24,18.0,4.75
INV-56425700005,2023-03-07,5666,COSTCO WHOLESALE #1325 / DAVENPORT,2790 E 53RD ST,DAVENPORT,52807,POINT(-90.53397 41.57484),,SCOTT,1011300.0,SINGLE BARREL BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18350,FOUR ROSES SINGLE BARREL,6,750,25.0,37.5,24,900.0,18.0,4.75
INV-54797600009,2023-01-10,5666,COSTCO WHOLESALE #1325 / DAVENPORT,2790 E 53RD ST,DAVENPORT,52807,POINT(-90.53397 41.57484),,SCOTT,1011300.0,SINGLE BARREL BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18350,FOUR ROSES SINGLE BARREL,6,750,22.5,33.75,24,810.0,18.0,4.75
INV-54275300004,2022-12-22,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.61378 41.60575),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18352,FOUR ROSES BOURBON,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-22352100066,2019-10-07,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,184.0,FOUR ROSES DISTILLERY,18352,FOUR ROSES YELLOW LABEL,12,750,11.84,17.76,24,426.24,18.0,4.75
INV-20774100001,2019-07-23,3814,COSTCO WHOLESALE #788 / WDM,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266.0,POINT(-93.806489 41.561342),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18352,FOUR ROSES YELLOW LABEL,12,750,11.84,17.76,24,426.24,18.0,4.75
