invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-18134400014,2019-03-14,4959,BANI'S,2128 COLLEGE ST,CEDAR FALLS,50613,POINT(-92.455801 42.518018),7,BLACK HAWK,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-18468500002,2019-04-01,4019,WAL-MART 1506 / MANCHESTER,1220 WEST MAIN,MANCHESTER,52057,,28,DELAWARE,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-28297800005,2020-06-26,4402,KUM & GO #80 / RIVERSIDE,1178 ENTERPRISE DR,RIVERSIDE,52327.0,POINT(-91.555044 41.486572),92,WASHINGTON,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-53317200010,2022-11-23,3645,WAL-MART 1764 / WINDSOR HEIGHTS,1001  73RD ST,WINDSOR HEIGHTS,50311,POINT(-93.71857 41.59669),,POLK,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-44393800008,2022-02-03,2575,HY-VEE FOOD STORE #1 / WATERLOO,2834 ANSBOROUGH AVE,WATERLOO,50702.0,POINT(-92.376624 42.471767),7,BLACK HAWK,1062400.0,SPICED RUM,260.0,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-53119800010,2022-11-17,3663,WAL-MART 1496 / WATERLOO,1334 FLAMMANG DR,WATERLOO,50702,POINT(-92.33011 42.46002),,BLACK HAWK,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-53411600004,2022-11-25,5477,CASEY'S GENERAL STORE #3293 / MARQUETTE,103 1ST ST,MARQUETTE,52158,POINT(-91.17819 43.04439),,CLAYTON,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-28371200024,2020-06-30,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158.0,POINT(-92.912817 42.039205),64,MARSHALL,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-53275000010,2022-11-22,3731,WAL-MART 1241 / DAVENPORT,5811 ELMORE AVE,DAVENPORT,52807,POINT(-90.52905 41.58027),,SCOTT,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-26032300005,2020-03-20,4260,FAREWAY STORES #699 / OSCEOLA,215 S MAIN ST,OSCEOLA,50213.0,POINT(-93.765695 41.032474),20,CLARKE,1062400.0,SPICED RUM,260,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-19688700013,2019-05-30,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,POINT(-91.978702 41.006456),51,JEFFERSON,1062500.0,FLAVORED RUM,370,PERNOD RICARD USA,43615,MALIBU LIME,12,750,7.49,11.24,24,269.76,18.0,4.75
INV-19910700008,2019-06-11,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1062500.0,FLAVORED RUM,421,SAZERAC COMPANY  INC,43644,PARROT BAY KEY LIME,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-23526200005,2019-11-27,3899,WAL-MART 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266.0,POINT(-93.795512 41.558107),77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,43777,CAPTAIN MORGAN GINGERBREAD SPICED RUM,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-24272100169,2019-12-31,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1062400.0,SPICED RUM,259,HEAVEN HILL BRANDS,44258,BLACKHEART PREMIUM SPICED RUM,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-30598300114,2020-09-28,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761.0,POINT(-91.035138 41.451349),70,MUSCATINE,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44350,CALICO JACK CHERRY,12,750,6.29,9.44,24,226.56,18.0,4.75
INV-47374800111,2022-05-12,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.429644 42.512762),7,BLACK HAWK,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44350,CALICO JACK CHERRY,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-35284000044,2021-03-24,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-16624000151,2018-12-28,2593,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401.0,POINT(-94.853591 42.064155),14,CARROLL,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,6.83,10.25,24,246.0,18.0,4.75
INV-27214300073,2020-05-13,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-19305200006,2019-05-10,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501,POINT(-94.158247 42.504742),94,WEBSTER,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-22741000042,2019-10-23,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-18610800056,2019-04-08,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,POINT(-92.475403 42.712263),9,BREMER,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44419,CRUZAN BLACK CHERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-27728000013,2020-06-05,4678,FAREWAY STORES #124 / ADEL,804 NILE KINNICK DR,ADEL,50003.0,POINT(-94.016796 41.61025),25,DALLAS,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44476,CRUZAN COCONUT,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-39119100102,2021-08-11,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,,85,STORY,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44476,CRUZAN COCONUT,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-47502600007,2022-05-17,5307,FAREWAY STORES #167/JOHNSTON,6005 MERLE HAY ROAD,JOHNSTON,50131.0,POINT(-93.697654 41.669813),77,POLK,1062300.0,AGED DARK RUM,65,JIM BEAM BRANDS,44486,CRUZAN DARK,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-31251600070,2020-10-21,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT(-91.591868 41.682337),52,JOHNSON,1062300.0,AGED DARK RUM,65,JIM BEAM BRANDS,44486,CRUZAN DARK,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-29317500021,2020-08-07,4291,FAREWAY STORES #597 / CRESTON,105 E ADAMS ST,CRESTON,50801.0,POINT(-94.237509 40.715722),88,UNION,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44499,CRUZAN MANGO,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-46707000034,2022-04-21,2106,HILLSTREET NEWS AND TOBACCO,2217 COLLEGE,CEDAR FALLS,50613,POINT(-92.455796 42.517182),7,BLACK HAWK,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44499,CRUZAN MANGO,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-21380000054,2019-08-21,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1062200.0,WHITE RUM,65.0,JIM BEAM BRANDS,44516,CRUZAN LIGHT,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-26999500007,2020-05-04,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1062200.0,WHITE RUM,65,JIM BEAM BRANDS,44516,CRUZAN LIGHT,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-29609600002,2020-08-20,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44557,CRUZAN STRAWBERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-28126700096,2020-06-19,2558,HY-VEE FOOD STORE / MOUNT PLEASANT,1700 E WASHINGTON,MOUNT PLEASANT,52641.0,POINT(-91.52888 40.962331),44,HENRY,1062500.0,FLAVORED RUM,65,JIM BEAM BRANDS,44557,CRUZAN STRAWBERRY,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-23689600049,2019-12-05,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1062200.0,WHITE RUM,434,LUXCO INC,45275,PARAMOUNT WHITE RUM PET,12,750,4.0,6.0,24,144.0,18.0,4.75
INV-33348200016,2021-01-11,4610,CASEY'S GENERAL STORE #2992 / FONDA,101 HWY 7,FONDA,50540.0,POINT(-94.846456 42.588969),76,POCAHONTAS,1062200.0,WHITE RUM,434.0,LUXCO INC,45275,PARAMOUNT WHITE RUM PET,12,750,4.0,6.0,24,144.0,18.0,4.75
INV-20459800001,2019-07-08,9013,IOWA DISTILLING COMPANY,4349 CUMMING AVE.,CUMMING,50061.0,POINT(-93.762456 41.483192),91,WARREN,1062200.0,WHITE RUM,154,DUNKEL CORPORATION,46939,STEEL DRUM,12,750,12.09,18.14,24,435.36,18.0,4.75
INV-34203300009,2021-02-10,4640,MART STOP #1 / DAVENPORT,3527 SPRING ST,DAVENPORT,52807.0,POINT(-90.547751 41.5563),82,SCOTT,1052100.0,IMPORTED BRANDIES,65.0,JIM BEAM BRANDS,47786,COURVOISIER VS COGNAC,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-48459300005,2022-06-17,5145,SOUTH SIDE FOOD MART,1101 ARMY POST RD. SUITE A & B,DES MOINES,50315,POINT(-93.628783 41.526511),77,POLK,1082000.0,IMPORTED CORDIALS & LIQUEURS,35,BACARDI USA INC,47865,D'USSE VSOP,6,750,32.0,48.0,24,1152.0,18.0,4.75
INV-27724400001,2020-06-05,5098,BEST FOOD MART 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311.0,,77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.99,16.49,48,791.52,18.0,4.75
INV-27743300050,2020-06-05,4622,QUIK TRIP #544 / SE 14TH DM,"3941, SE 14TH ST",DES MOINES,50320.0,POINT(-93.596748 41.548497),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.99,16.49,48,791.52,18.0,4.75
INV-16538800015,2018-12-24,5566,EAST END LIQUOR & TOBACCO,3804 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.541351 41.630849),77,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.49,15.74,48,755.52,18.0,4.75
INV-18235100001,2019-03-20,5098,BEST FOOD MART 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311,,77,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.74,16.11,48,773.28,18.0,4.75
INV-52973200033,2022-11-11,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.61924 41.6004),,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,12.49,18.74,48,899.52,18.0,4.75
INV-29791700004,2020-08-27,5676,FAMILY PANTRY,4538 LOWER BEAVER RD,DES MOINES,50310.0,POINT(-93.665871 41.638673),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.99,16.49,48,791.52,18.0,4.75
INV-25820600019,2020-03-12,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,POINT(-93.619787 41.60566),77,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.99,16.49,48,791.52,18.0,4.75
INV-17792600004,2019-02-26,4648,PRIME MART / BROADWAY WATERLOO,508 BROADWAY ST,WATERLOO,50703.0,POINT(-92.345104 42.510573),7,BLACK HAWK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,10.74,16.11,48,773.28,18.0,4.75
INV-27610400003,2020-06-01,5207,JIM'S FOODS  /  CEDAR RAPIDS,"812, SIXTH  ST SW",CEDAR RAPIDS,52404.0,POINT(-91.677073 41.968016),57,LINN,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-13649600026,2018-08-06,3825,SHOP N SAVE #2 / E 14TH,1372 E 14TH ST,DES MOINES,50316,POINT(-93.600499 41.604893),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS COGNAC,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-13671100030,2018-08-06,5482,IOWA MINI MART,234 W 3RD ST,DAVENPORT,52801,POINT(-90.576054 41.522413),82,SCOTT,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS COGNAC,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-28121900002,2020-06-19,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314.0,POINT(-93.61947 41.600419),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-55588100018,2023-02-06,6186,SAVE MORE SUPER MARKET / DAVENPORT,"6723 NORTHWEST BOULEVARD, UNIT 2",DAVENPORT,52806,POINT(-90.60986 41.58956),,SCOTT,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,22.99,34.49,24,827.76,18.0,4.75
INV-16399600033,2018-12-18,5660,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001.0,POINT(-90.670151 42.5116),31,DUBUQUE,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-28043900010,2020-06-16,5113,"RAY'S SUPERMARKET, INC.",1975 FRANKLIN ST,WATERLOO,50703.0,POINT(-92.315215 42.495394),7,BLACK HAWK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-21861900005,2019-09-12,5309,ROYAL FOOD,1443 2ND AVE,DES MOINES,50314,POINT(-93.619783 41.605229),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-26989500001,2020-05-04,5309,ROYAL FOOD,1443 2ND AVE,DES MOINES,50314.0,POINT(-93.619783 41.605229),77,POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-14120400016,2018-08-29,5606,SA TOBACCO LIQUOR MART,320 N 4TH ST,CLINTON,52732,POINT(-90.193275 41.848124),23,CLINTON,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS COGNAC,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-28335400001,2020-06-29,3715,KIMBERLY MART / DAVENPORT,1714 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.550657 41.556966),82,SCOTT,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-15401600015,2018-10-31,4640,MART STOP #1 / DAVENPORT,3527 SPRING ST,DAVENPORT,52807.0,POINT(-90.547751 41.5563),82,SCOTT,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS COGNAC,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-28201200120,2020-06-23,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.420193 42.510535),97,WOODBURY,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-17075100001,2019-01-23,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331.0,POINT(-95.140274 43.361577),30,DICKINSON,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-32865400003,2020-12-18,4186,H AND A MINI MART /BP,5901 FLEUR DR,DES MOINES,50321.0,POINT(-93.644946 41.531145),77,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,20.99,31.49,24,719.76,18.0,4.75
INV-26866900020,2020-04-28,5029,THE LIQUOR STOP LLC,"211, W 53RD ST",DAVENPORT,52806.0,POINT(-90.576113 41.574536),82,SCOTT,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-27910000053,2020-06-11,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703.0,POINT(-92.335358 42.497854),7,BLACK HAWK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-17604900034,2019-02-18,3825,SHOP N SAVE #2 / E 14TH,1372 E 14TH ST,DES MOINES,50316.0,POINT(-93.600499 41.604893),77,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,19.99,29.99,24,719.76,18.0,4.75
INV-56300300036,2023-03-02,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,POINT(-92.33538 42.49784),,BLACK HAWK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,22.99,34.49,24,827.76,18.0,4.75
INV-33056200001,2020-12-28,4265,KWIK STOP 3 / WATERLOO,1104 WASHINGTON ST,WATERLOO,50702.0,POINT(-92.336965 42.489106),7,BLACK HAWK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,20.99,31.49,24,719.76,18.0,4.75
INV-53595200080,2022-12-02,6256,821 SQ LIQUOR / DES MOINES,821 EAST EUCLID AVENUE,DES MOINES,50316,POINT(-93.60758 41.62773),,POLK,1052100.0,IMPORTED BRANDIES,420,MOET HENNESSY USA,48164,HENNESSY VSOP PRIVILEGE,12,750,31.49,47.24,24,1133.76,18.0,4.75
INV-53903900005,2022-12-12,6125,GATEWAY MART / CLINTON,1930 ROOSEVELT ST,CLINTON,52732,POINT(-90.18057 41.86701),,CLINTON,1052100.0,IMPORTED BRANDIES,389,REMY COINTREAU USA INC,49086,REMY MARTIN 1738 ACCORD ROYAL,6,750,32.48,48.72,24,1169.28,18.0,4.75
INV-35914100002,2021-04-19,6121,LIQUOR TOBACCO & VAPE / MANCHESTER,316 E MAIN ST,MANCHESTER,52057.0,POINT(-91.454452 42.484001),28,DELAWARE,1052100.0,IMPORTED BRANDIES,389.0,REMY COINTREAU USA INC,49186,REMY MARTIN VSOP,12,750,24.98,37.47,24,899.28,18.0,4.75
INV-35283200039,2021-03-24,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.539095 41.808535),23,CLINTON,1052100.0,IMPORTED BRANDIES,479,VIN DIVINO LTD,51506,PRESIDENTE GRAPE BRANDY (PEDRO DOMECQ),12,750,8.49,12.74,24,305.76,18.0,4.75
INV-33613800014,2021-01-20,3625,WAL-MART 0892 / ANKENY,1002 SE NATIONAL DR,ANKENY,50021.0,POINT(-93.582348 41.704864),77,POLK,1051100.0,AMERICAN BRANDIES,259.0,HEAVEN HILL BRANDS,52316,CHRISTIAN BROS BRANDY,12,750,6.0,9.0,24,216.0,18.0,4.75
INV-32136300046,2020-11-20,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501.0,POINT(-94.158247 42.504742),94,WEBSTER,1051100.0,AMERICAN BRANDIES,259.0,HEAVEN HILL BRANDS,52316,CHRISTIAN BROS BRANDY,12,750,6.0,9.0,24,216.0,18.0,4.75
INV-47384100004,2022-05-12,6224,MID TOWN LIQUOR & VAPE / MASON CITY,824 NORTH FEDERAL AVENUE,MASON CITY,50401.0,POINT(-93.201086 43.159733),17,CERRO GORDO,1051100.0,AMERICAN BRANDIES,205,E & J GALLO WINERY,52581,E & J VSOP,24,375,3.75,5.63,48,270.24,18.0,4.75
INV-21513900016,2019-08-27,5703,WEST SIDE LIQUOR,919 WEST 5TH STREET,WATERLOO,50702,POINT(-92.346356 42.488567),7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,205.0,E & J GALLO WINERY,52594,E & J VS,24,375,3.5,5.25,48,252.0,18.0,4.75
INV-52858800004,2022-11-08,5933,ALI'S CORNER / WATERLOO,1117 E 4TH ST,WATERLOO,50703,POINT(-92.33275 42.50773),,IOWA,1051100.0,AMERICAN BRANDIES,205,E & J GALLO WINERY,52594,E & J VS,24,375,3.5,5.25,48,252.0,18.0,4.75
INV-20345600004,2019-07-02,5621,SUN MART,2920 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.619947 41.538161),82,SCOTT,1051100.0,AMERICAN BRANDIES,205,E & J GALLO WINERY,52595,E & J VS PET,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-15530500016,2018-11-06,4648,PRIME MART / BROADWAY WATERLOO,508 BROADWAY ST,WATERLOO,50703.0,POINT(-92.345104 42.510573),7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,205,E & J GALLO WINERY,52596,E & J VS,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-55280700010,2023-01-25,10103,WMART / DAVENPORT,1205 1207 EAST LOCUST STREET,DAVENPORT,52803,POINT(-90.55751 41.53831),,SCOTT,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-44777700034,2022-02-15,3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,1625 WEST 4TH ST,WATERLOO,50701.0,,7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-45616800027,2022-03-15,4265,KWIK STOP 3 / WATERLOO,1104 WASHINGTON ST,WATERLOO,50702.0,POINT(-92.336965 42.489106),7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-15135500018,2018-10-18,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT(-93.619787 41.60566),77,POLK,1051100.0,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,53214,PAUL MASSON GRANDE AMBER BRANDY,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-28445000004,2020-07-02,5566,EAST END LIQUOR & TOBACCO,3804 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.541351 41.630849),77,POLK,1051100.0,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-46221300028,2022-04-05,4265,KWIK STOP 3 / WATERLOO,1104 WASHINGTON ST,WATERLOO,50702,POINT(-92.336965 42.489106),7,BLACK HAWK,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-53206700001,2022-11-21,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT(-93.61979 41.60558),,POLK,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-24620900021,2020-01-17,5125,CASH SAVER  /  E EUCLID AVE,1320 E  EUCLID AVE,DES MOINES,50316.0,POINT(-93.602851 41.627778),77,POLK,1051100.0,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,53214,PAUL MASSON GRANDE AMBER BRANDY VS,24,375,3.22,4.83,48,231.84,18.0,4.75
INV-59278300013,2023-06-12,4301,SAHOTA FOOD MART,1805 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596602023 41.572408011),,POLK,1051100.0,AMERICAN BRANDIES,421,SAZERAC COMPANY  INC,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62,24,230.88,18.0,4.75
INV-26166000004,2020-03-27,5327,MEGA SAVER,3540 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.903763 41.261907),78,POTTAWATTAMIE,1051100.0,AMERICAN BRANDIES,115,CONSTELLATION BRANDS INC,53216,PAUL MASSON GRANDE AMBER BRANDY VS,12,750,6.41,9.62,24,230.88,18.0,4.75
